Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Confusion Matrix
5,3,0.0,PSO-AFW-CIL,co_author_200_1000,0.735,0.975,0.8465,0.5909,0.775,0.855,"[[147, 53], [1, 39]]"
5,4,0.0,W-SVM,co_author_200_1000,0.96,0.45,0.6573,0.5455,0.875,0.705,"[[192, 8], [22, 18]]"
5,4,0.0,PSO-AFW-CIL,co_author_200_1000,1.0,0.0,0.0,0.0,0.8333,0.5,"[[200, 0], [40, 0]]"
5,5,0.0,W-SVM,co_author_200_1000,0.92,0.475,0.6611,0.5067,0.8458,0.6975,"[[184, 16], [21, 19]]"
5,5,0.0,PSO-AFW-CIL,co_author_200_1000,0.71,0.85,0.7769,0.5152,0.7333,0.78,"[[142, 58], [6, 34]]"
1,1,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
1,1,0.0,PSO-AFW-CIL,co_author_300_1500,0.52,0.8333,0.6583,0.3937,0.5722,0.6767,"[[156, 144], [10, 50]]"
1,2,0.0,W-SVM,co_author_300_1500,0.93,0.3167,0.5427,0.38,0.8278,0.6233,"[[279, 21], [41, 19]]"
1,2,0.0,PSO-AFW-CIL,co_author_300_1500,0.5333,0.85,0.6733,0.4064,0.5861,0.6917,"[[160, 140], [9, 51]]"
1,3,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
1,3,0.0,PSO-AFW-CIL,co_author_300_1500,0.55,0.8667,0.6904,0.4211,0.6028,0.7083,"[[165, 135], [8, 52]]"
1,4,0.0,W-SVM,co_author_300_1500,0.9067,0.4,0.6022,0.4286,0.8222,0.6533,"[[272, 28], [36, 24]]"
1,4,0.0,PSO-AFW-CIL,co_author_300_1500,0.5833,0.9333,0.7379,0.4647,0.6417,0.7583,"[[175, 125], [4, 56]]"
1,5,0.0,W-SVM,co_author_300_1500,0.9467,0.3333,0.5617,0.4167,0.8444,0.64,"[[284, 16], [40, 20]]"
1,5,0.0,PSO-AFW-CIL,co_author_300_1500,0.5167,0.9,0.6819,0.417,0.5806,0.7083,"[[155, 145], [6, 54]]"
2,1,0.0,W-SVM,co_author_300_1500,0.9533,0.35,0.5776,0.4421,0.8528,0.6517,"[[286, 14], [39, 21]]"
2,1,0.0,PSO-AFW-CIL,co_author_300_1500,0.5167,0.85,0.6627,0.3984,0.5722,0.6833,"[[155, 145], [9, 51]]"
2,2,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
2,2,0.0,PSO-AFW-CIL,co_author_300_1500,0.5433,0.8833,0.6928,0.424,0.6,0.7133,"[[163, 137], [7, 53]]"
2,3,0.0,W-SVM,co_author_300_1500,0.9133,0.35,0.5654,0.3925,0.8194,0.6317,"[[274, 26], [39, 21]]"
2,3,0.0,PSO-AFW-CIL,co_author_300_1500,0.5267,0.85,0.6691,0.4032,0.5806,0.6883,"[[158, 142], [9, 51]]"
2,4,0.0,W-SVM,co_author_300_1500,0.9267,0.25,0.4813,0.3093,0.8139,0.5883,"[[278, 22], [45, 15]]"
2,4,0.0,PSO-AFW-CIL,co_author_300_1500,0.5633,0.9,0.712,0.4408,0.6194,0.7317,"[[169, 131], [6, 54]]"
2,5,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
2,5,0.0,PSO-AFW-CIL,co_author_300_1500,0.5367,0.9,0.695,0.4269,0.5972,0.7183,"[[161, 139], [6, 54]]"
3,1,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
3,1,0.0,PSO-AFW-CIL,co_author_300_1500,0.5633,0.8667,0.6987,0.428,0.6139,0.715,"[[169, 131], [8, 52]]"
3,2,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
3,2,0.0,PSO-AFW-CIL,co_author_300_1500,0.7267,0.7333,0.73,0.4731,0.7278,0.73,"[[218, 82], [16, 44]]"
3,3,0.0,W-SVM,co_author_300_1500,0.9167,0.3667,0.5798,0.4112,0.825,0.6417,"[[275, 25], [38, 22]]"
3,3,0.0,PSO-AFW-CIL,co_author_300_1500,0.53,0.9167,0.697,0.4297,0.5944,0.7233,"[[159, 141], [5, 55]]"
3,4,0.0,W-SVM,co_author_300_1500,0.9367,0.3,0.5301,0.3711,0.8306,0.6183,"[[281, 19], [42, 18]]"
3,4,0.0,PSO-AFW-CIL,co_author_300_1500,0.54,0.85,0.6775,0.4096,0.5917,0.695,"[[162, 138], [9, 51]]"
3,5,0.0,W-SVM,co_author_300_1500,0.95,0.3167,0.5485,0.4043,0.8444,0.6333,"[[285, 15], [41, 19]]"
3,5,0.0,PSO-AFW-CIL,co_author_300_1500,0.5433,0.85,0.6796,0.4113,0.5944,0.6967,"[[163, 137], [9, 51]]"
4,1,0.0,W-SVM,co_author_300_1500,0.97,0.2333,0.4757,0.3373,0.8472,0.6017,"[[291, 9], [46, 14]]"
4,1,0.0,PSO-AFW-CIL,co_author_300_1500,0.5467,0.85,0.6817,0.413,0.5972,0.6983,"[[164, 136], [9, 51]]"
4,2,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
4,2,0.0,PSO-AFW-CIL,co_author_300_1500,0.55,0.8667,0.6904,0.4211,0.6028,0.7083,"[[165, 135], [8, 52]]"
4,3,0.0,W-SVM,co_author_300_1500,0.9567,0.3333,0.5647,0.4301,0.8528,0.645,"[[287, 13], [40, 20]]"
4,3,0.0,PSO-AFW-CIL,co_author_300_1500,0.5467,0.9,0.7014,0.432,0.6056,0.7233,"[[164, 136], [6, 54]]"
4,4,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
4,4,0.0,PSO-AFW-CIL,co_author_300_1500,0.4967,0.8833,0.6624,0.4015,0.5611,0.69,"[[149, 151], [7, 53]]"
4,5,0.0,W-SVM,co_author_300_1500,0.9133,0.3167,0.5378,0.3619,0.8139,0.615,"[[274, 26], [41, 19]]"
4,5,0.0,PSO-AFW-CIL,co_author_300_1500,0.5433,0.9,0.6993,0.4303,0.6028,0.7217,"[[163, 137], [6, 54]]"
5,1,0.0,W-SVM,co_author_300_1500,0.9167,0.4,0.6055,0.4404,0.8306,0.6583,"[[275, 25], [36, 24]]"
5,1,0.0,PSO-AFW-CIL,co_author_300_1500,0.5,0.9167,0.677,0.4151,0.5694,0.7083,"[[150, 150], [5, 55]]"
5,2,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
5,2,0.0,PSO-AFW-CIL,co_author_300_1500,0.5733,0.8667,0.7049,0.4333,0.6222,0.72,"[[172, 128], [8, 52]]"
5,3,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
5,3,0.0,PSO-AFW-CIL,co_author_300_1500,0.5633,0.8833,0.7054,0.4344,0.6167,0.7233,"[[169, 131], [7, 53]]"
5,4,0.0,W-SVM,co_author_300_1500,0.9267,0.2833,0.5124,0.3434,0.8194,0.605,"[[278, 22], [43, 17]]"
5,4,0.0,PSO-AFW-CIL,co_author_300_1500,0.57,0.9,0.7162,0.4444,0.625,0.735,"[[171, 129], [6, 54]]"
5,5,0.0,W-SVM,co_author_300_1500,1.0,0.0,0.0,0.0,0.8333,0.5,"[[300, 0], [60, 0]]"
5,5,0.0,PSO-AFW-CIL,co_author_300_1500,0.5,0.8167,0.639,0.3784,0.5528,0.6583,"[[150, 150], [11, 49]]"
