Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Confusion Matrix
1,3,0.0303,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8,0.375,0.5477,0.3871,0.6885,0.5875,"[[36, 9], [10, 6]]"
1,3,0.0415,SMOTE+PSO-AFW-CIL,"K=9,s1=0.402,s2=0.010,s3=0.029,s4=0.979",0.5333,0.6875,0.6055,0.4583,0.5738,0.6104,"[[24, 21], [5, 11]]"
1,4,0.0131,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
1,4,0.0267,SMOTE+W-SVM,borderline_smote,0.6444,0.9375,0.7773,0.6383,0.7213,0.791,"[[29, 16], [1, 15]]"
1,4,0.0149,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.6875,0.7619,0.6471,0.8033,0.766,"[[38, 7], [5, 11]]"
1,4,0.0157,PSO-AFW-CIL,"K=9,s1=0.150,s2=0.066,s3=0.014,s4=0.671",0.7111,0.9375,0.8165,0.6818,0.7705,0.8243,"[[32, 13], [1, 15]]"
1,4,0.0264,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.4889,0.875,0.654,0.5283,0.5902,0.6819,"[[22, 23], [2, 14]]"
1,4,0.037,SMOTE+PSO-AFW-CIL,"K=3,s1=0.500,s2=0.218,s3=0.037,s4=0.099",0.6,1.0,0.7746,0.64,0.7049,0.8,"[[27, 18], [0, 16]]"
1,5,0.0194,W-SVM,baseline,0.8889,0.25,0.4714,0.32,0.7213,0.5694,"[[40, 5], [12, 4]]"
1,5,0.0297,SMOTE+W-SVM,borderline_smote,0.7778,0.5,0.6236,0.4706,0.7049,0.6389,"[[35, 10], [8, 8]]"
1,5,0.0139,AFW-CIL_fixed,fixed_sigma_1.2,0.9111,0.3125,0.5336,0.4,0.7541,0.6118,"[[41, 4], [11, 5]]"
1,5,0.0224,PSO-AFW-CIL,"K=9,s1=0.433,s2=0.010,s3=0.300,s4=0.191",0.5778,0.6875,0.6303,0.4783,0.6066,0.6326,"[[26, 19], [5, 11]]"
1,5,0.0276,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6667,0.5,0.5774,0.4103,0.623,0.5833,"[[30, 15], [8, 8]]"
1,5,0.0339,SMOTE+PSO-AFW-CIL,"K=4,s1=0.022,s2=0.237,s3=0.470,s4=0.797",0.7333,0.5,0.6055,0.4444,0.6721,0.6167,"[[33, 12], [8, 8]]"
2,1,0.0168,W-SVM,baseline,0.8444,0.2353,0.4457,0.2857,0.6774,0.5399,"[[38, 7], [13, 4]]"
2,1,0.0216,SMOTE+W-SVM,borderline_smote,0.8,0.3529,0.5314,0.375,0.6774,0.5765,"[[36, 9], [11, 6]]"
2,1,0.0158,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.3529,0.5387,0.3871,0.6935,0.5876,"[[37, 8], [11, 6]]"
2,1,0.0112,PSO-AFW-CIL,"K=11,s1=0.196,s2=0.816,s3=0.312,s4=0.909",1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
2,1,0.0289,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6444,0.5294,0.5841,0.4286,0.6129,0.5869,"[[29, 16], [8, 9]]"
2,1,0.0308,SMOTE+PSO-AFW-CIL,"K=5,s1=0.191,s2=0.444,s3=0.110,s4=0.811",0.7778,0.4118,0.5659,0.4118,0.6774,0.5948,"[[35, 10], [10, 7]]"
2,2,0.0165,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
2,2,0.0244,SMOTE+W-SVM,borderline_smote,0.7778,0.75,0.7638,0.6316,0.7705,0.7639,"[[35, 10], [4, 12]]"
2,2,0.015,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.5,0.6583,0.5333,0.7705,0.6833,"[[39, 6], [8, 8]]"
2,2,0.0203,PSO-AFW-CIL,"K=6,s1=0.238,s2=0.176,s3=0.019,s4=0.645",0.8222,0.6875,0.7518,0.6286,0.7869,0.7549,"[[37, 8], [5, 11]]"
2,2,0.0224,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.5778,0.625,0.6009,0.4444,0.5902,0.6014,"[[26, 19], [6, 10]]"
2,2,0.0231,SMOTE+PSO-AFW-CIL,"K=8,s1=0.500,s2=0.990,s3=0.102,s4=0.500",0.5778,0.625,0.6009,0.4444,0.5902,0.6014,"[[26, 19], [6, 10]]"
2,3,0.0158,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
2,3,0.0251,SMOTE+W-SVM,borderline_smote,0.8667,0.5,0.6583,0.5333,0.7705,0.6833,"[[39, 6], [8, 8]]"
2,3,0.0153,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.5,0.6667,0.5517,0.7869,0.6944,"[[40, 5], [8, 8]]"
2,3,0.018,PSO-AFW-CIL,"K=9,s1=0.028,s2=0.010,s3=0.172,s4=0.964",0.7333,0.6875,0.71,0.5641,0.7213,0.7104,"[[33, 12], [5, 11]]"
2,3,0.0261,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7333,0.6875,0.71,0.5641,0.7213,0.7104,"[[33, 12], [5, 11]]"
2,3,0.0275,SMOTE+PSO-AFW-CIL,"K=8,s1=0.318,s2=0.679,s3=0.461,s4=0.742",0.7778,0.75,0.7638,0.6316,0.7705,0.7639,"[[35, 10], [4, 12]]"
2,4,0.0246,W-SVM,baseline,0.8444,0.3125,0.5137,0.3571,0.7049,0.5785,"[[38, 7], [11, 5]]"
2,4,0.0233,SMOTE+W-SVM,borderline_smote,0.5556,0.625,0.5893,0.4348,0.5738,0.5903,"[[25, 20], [6, 10]]"
2,4,0.0152,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.3125,0.5069,0.3448,0.6885,0.5674,"[[37, 8], [11, 5]]"
2,4,0.0156,PSO-AFW-CIL,"K=6,s1=0.414,s2=0.101,s3=0.092,s4=0.531",0.5556,0.75,0.6455,0.5,0.6066,0.6528,"[[25, 20], [4, 12]]"
2,4,0.0258,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.5333,0.5,0.5164,0.3556,0.5246,0.5167,"[[24, 21], [8, 8]]"
2,4,0.0345,SMOTE+PSO-AFW-CIL,"K=9,s1=0.500,s2=0.173,s3=0.216,s4=0.990",0.5778,0.8125,0.6852,0.5417,0.6393,0.6951,"[[26, 19], [3, 13]]"
2,5,0.0175,W-SVM,baseline,0.9111,0.3125,0.5336,0.4,0.7541,0.6118,"[[41, 4], [11, 5]]"
2,5,0.0209,SMOTE+W-SVM,borderline_smote,0.7111,0.625,0.6667,0.5128,0.6885,0.6681,"[[32, 13], [6, 10]]"
2,5,0.0185,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
2,5,0.0162,PSO-AFW-CIL,"K=8,s1=0.349,s2=0.638,s3=0.048,s4=0.911",0.8,0.5,0.6325,0.4848,0.7213,0.65,"[[36, 9], [8, 8]]"
2,5,0.0282,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.5625,0.6225,0.4615,0.6557,0.6257,"[[31, 14], [7, 9]]"
2,5,0.0332,SMOTE+PSO-AFW-CIL,"K=6,s1=0.421,s2=0.581,s3=0.425,s4=0.430",0.7111,0.625,0.6667,0.5128,0.6885,0.6681,"[[32, 13], [6, 10]]"
3,1,0.0197,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
3,1,0.0254,SMOTE+W-SVM,borderline_smote,0.7778,0.6471,0.7094,0.5789,0.7419,0.7124,"[[35, 10], [6, 11]]"
3,1,0.0195,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.4706,0.622,0.4848,0.7258,0.6464,"[[37, 8], [9, 8]]"
3,1,0.0156,PSO-AFW-CIL,"K=8,s1=0.497,s2=0.230,s3=0.366,s4=0.934",1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
3,1,0.0267,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.6471,0.7094,0.5789,0.7419,0.7124,"[[35, 10], [6, 11]]"
3,1,0.0313,SMOTE+PSO-AFW-CIL,"K=7,s1=0.154,s2=0.010,s3=0.443,s4=0.145",0.5333,0.7647,0.6386,0.5098,0.5968,0.649,"[[24, 21], [4, 13]]"
3,2,0.0208,W-SVM,baseline,0.8222,0.3125,0.5069,0.3448,0.6885,0.5674,"[[37, 8], [11, 5]]"
3,2,0.0228,SMOTE+W-SVM,borderline_smote,0.5778,0.6875,0.6303,0.4783,0.6066,0.6326,"[[26, 19], [5, 11]]"
3,2,0.0164,AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.4375,0.5833,0.4242,0.6885,0.6076,"[[35, 10], [9, 7]]"
3,2,0.0173,PSO-AFW-CIL,"K=5,s1=0.500,s2=0.110,s3=0.289,s4=0.391",0.6444,0.6875,0.6656,0.5116,0.6557,0.666,"[[29, 16], [5, 11]]"
3,2,0.0294,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.4667,0.625,0.5401,0.4,0.5082,0.5458,"[[21, 24], [6, 10]]"
3,2,0.028,SMOTE+PSO-AFW-CIL,"K=6,s1=0.314,s2=0.088,s3=0.176,s4=0.129",0.5778,0.6875,0.6303,0.4783,0.6066,0.6326,"[[26, 19], [5, 11]]"
3,3,0.0137,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
3,3,0.0359,SMOTE+W-SVM,borderline_smote,0.8889,0.5625,0.7071,0.6,0.8033,0.7257,"[[40, 5], [7, 9]]"
3,3,0.0148,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.625,0.7454,0.6452,0.8197,0.7569,"[[40, 5], [6, 10]]"
3,3,0.013,PSO-AFW-CIL,"K=11,s1=0.350,s2=0.656,s3=0.237,s4=0.010",0.8667,0.625,0.736,0.625,0.8033,0.7458,"[[39, 6], [6, 10]]"
3,3,0.0294,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.75,0.7638,0.6316,0.7705,0.7639,"[[35, 10], [4, 12]]"
3,3,0.037,SMOTE+PSO-AFW-CIL,"K=8,s1=0.017,s2=0.458,s3=0.407,s4=0.192",0.8889,0.5625,0.7071,0.6,0.8033,0.7257,"[[40, 5], [7, 9]]"
3,4,0.0178,W-SVM,baseline,0.9111,0.25,0.4773,0.3333,0.7377,0.5806,"[[41, 4], [12, 4]]"
3,4,0.026,SMOTE+W-SVM,borderline_smote,0.8667,0.4375,0.6158,0.4828,0.7541,0.6521,"[[39, 6], [9, 7]]"
3,4,0.0135,AFW-CIL_fixed,fixed_sigma_1.2,0.9111,0.25,0.4773,0.3333,0.7377,0.5806,"[[41, 4], [12, 4]]"
3,4,0.0134,PSO-AFW-CIL,"K=6,s1=0.403,s2=0.010,s3=0.258,s4=0.459",0.5556,0.6875,0.618,0.4681,0.5902,0.6215,"[[25, 20], [5, 11]]"
3,4,0.0284,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.5,0.6236,0.4706,0.7049,0.6389,"[[35, 10], [8, 8]]"
3,4,0.035,SMOTE+PSO-AFW-CIL,"K=3,s1=0.120,s2=0.038,s3=0.352,s4=0.628",0.5556,0.6875,0.618,0.4681,0.5902,0.6215,"[[25, 20], [5, 11]]"
3,5,0.0164,W-SVM,baseline,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
3,5,0.0227,SMOTE+W-SVM,borderline_smote,0.8,0.375,0.5477,0.3871,0.6885,0.5875,"[[36, 9], [10, 6]]"
3,5,0.0128,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.3125,0.5137,0.3571,0.7049,0.5785,"[[38, 7], [11, 5]]"
3,5,0.0163,PSO-AFW-CIL,"K=5,s1=0.283,s2=0.018,s3=0.500,s4=0.175",0.7333,0.5,0.6055,0.4444,0.6721,0.6167,"[[33, 12], [8, 8]]"
3,5,0.0244,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8,0.375,0.5477,0.3871,0.6885,0.5875,"[[36, 9], [10, 6]]"
3,5,0.033,SMOTE+PSO-AFW-CIL,"K=11,s1=0.500,s2=0.010,s3=0.500,s4=0.010",0.5778,0.8125,0.6852,0.5417,0.6393,0.6951,"[[26, 19], [3, 13]]"
4,1,0.0134,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
4,1,0.0247,SMOTE+W-SVM,borderline_smote,0.7778,0.4118,0.5659,0.4118,0.6774,0.5948,"[[35, 10], [10, 7]]"
4,1,0.0169,AFW-CIL_fixed,fixed_sigma_1.2,0.9556,0.2353,0.4742,0.3478,0.7581,0.5954,"[[43, 2], [13, 4]]"
4,1,0.0178,PSO-AFW-CIL,"K=11,s1=0.500,s2=0.010,s3=0.165,s4=0.010",0.7556,0.6471,0.6992,0.5641,0.7258,0.7013,"[[34, 11], [6, 11]]"
4,1,0.0266,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.4118,0.5326,0.3684,0.6129,0.5503,"[[31, 14], [10, 7]]"
4,1,0.0338,SMOTE+PSO-AFW-CIL,"K=9,s1=0.283,s2=0.070,s3=0.426,s4=0.049",0.8889,0.5294,0.686,0.5806,0.7903,0.7092,"[[40, 5], [8, 9]]"
4,2,0.0327,W-SVM,baseline,0.8222,0.4375,0.5998,0.4516,0.7213,0.6299,"[[37, 8], [9, 7]]"
4,2,0.0227,SMOTE+W-SVM,borderline_smote,0.7333,0.6875,0.71,0.5641,0.7213,0.7104,"[[33, 12], [5, 11]]"
4,2,0.0161,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.5,0.6412,0.5,0.7377,0.6611,"[[37, 8], [8, 8]]"
4,2,0.0148,PSO-AFW-CIL,"K=6,s1=0.187,s2=0.805,s3=0.493,s4=0.849",0.7778,0.5625,0.6614,0.5143,0.7213,0.6701,"[[35, 10], [7, 9]]"
4,2,0.0231,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.6875,0.6882,0.5366,0.6885,0.6882,"[[31, 14], [5, 11]]"
4,2,0.0304,SMOTE+PSO-AFW-CIL,"K=4,s1=0.465,s2=0.067,s3=0.388,s4=0.163",0.7333,0.625,0.677,0.5263,0.7049,0.6792,"[[33, 12], [6, 10]]"
4,3,0.0132,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
4,3,0.0335,SMOTE+W-SVM,borderline_smote,0.7778,0.5625,0.6614,0.5143,0.7213,0.6701,"[[35, 10], [7, 9]]"
4,3,0.0168,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.5,0.6667,0.5517,0.7869,0.6944,"[[40, 5], [8, 8]]"
4,3,0.0192,PSO-AFW-CIL,"K=11,s1=0.278,s2=0.340,s3=0.245,s4=0.413",0.8,0.5625,0.6708,0.5294,0.7377,0.6813,"[[36, 9], [7, 9]]"
4,3,0.0365,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6667,0.5625,0.6124,0.45,0.6393,0.6146,"[[30, 15], [7, 9]]"
4,3,0.0339,SMOTE+PSO-AFW-CIL,"K=5,s1=0.045,s2=0.224,s3=0.116,s4=0.778",0.7778,0.5625,0.6614,0.5143,0.7213,0.6701,"[[35, 10], [7, 9]]"
4,4,0.0168,W-SVM,baseline,0.9333,0.3125,0.5401,0.4167,0.7705,0.6229,"[[42, 3], [11, 5]]"
4,4,0.0231,SMOTE+W-SVM,borderline_smote,0.7556,0.4375,0.5749,0.4118,0.6721,0.5965,"[[34, 11], [9, 7]]"
4,4,0.014,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
4,4,0.0144,PSO-AFW-CIL,"K=8,s1=0.382,s2=0.393,s3=0.182,s4=0.530",0.7556,0.4375,0.5749,0.4118,0.6721,0.5965,"[[34, 11], [9, 7]]"
4,4,0.0253,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.7556,0.4375,0.5749,0.4118,0.6721,0.5965,"[[34, 11], [9, 7]]"
4,4,0.0395,SMOTE+PSO-AFW-CIL,"K=6,s1=0.043,s2=0.376,s3=0.369,s4=0.763",0.7111,0.5625,0.6325,0.4737,0.6721,0.6368,"[[32, 13], [7, 9]]"
4,5,0.0183,W-SVM,baseline,0.7778,0.3125,0.493,0.3226,0.6557,0.5451,"[[35, 10], [11, 5]]"
4,5,0.0248,SMOTE+W-SVM,borderline_smote,0.6889,0.625,0.6562,0.5,0.6721,0.6569,"[[31, 14], [6, 10]]"
4,5,0.0347,AFW-CIL_fixed,fixed_sigma_1.2,0.7778,0.5,0.6236,0.4706,0.7049,0.6389,"[[35, 10], [8, 8]]"
4,5,0.0133,PSO-AFW-CIL,"K=8,s1=0.236,s2=0.023,s3=0.367,s4=0.554",1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
4,5,0.0283,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6444,0.6875,0.6656,0.5116,0.6557,0.666,"[[29, 16], [5, 11]]"
4,5,0.0334,SMOTE+PSO-AFW-CIL,"K=9,s1=0.035,s2=0.532,s3=0.328,s4=0.293",0.6667,0.6875,0.677,0.5238,0.6721,0.6771,"[[30, 15], [5, 11]]"
5,1,0.0153,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
5,1,0.0237,SMOTE+W-SVM,borderline_smote,0.7778,0.5882,0.6764,0.5405,0.7258,0.683,"[[35, 10], [7, 10]]"
5,1,0.0148,AFW-CIL_fixed,fixed_sigma_1.2,0.9333,0.5294,0.7029,0.6207,0.8226,0.7314,"[[42, 3], [8, 9]]"
5,1,0.0142,PSO-AFW-CIL,"K=7,s1=0.436,s2=0.318,s3=0.232,s4=0.262",0.8444,0.5882,0.7048,0.5882,0.7742,0.7163,"[[38, 7], [7, 10]]"
5,1,0.0243,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6444,0.6471,0.6458,0.5,0.6452,0.6458,"[[29, 16], [6, 11]]"
5,1,0.0338,SMOTE+PSO-AFW-CIL,"K=11,s1=0.356,s2=0.322,s3=0.344,s4=0.010",0.7778,0.6471,0.7094,0.5789,0.7419,0.7124,"[[35, 10], [6, 11]]"
5,2,0.0161,W-SVM,baseline,0.8889,0.125,0.3333,0.1739,0.6885,0.5069,"[[40, 5], [14, 2]]"
5,2,0.027,SMOTE+W-SVM,borderline_smote,0.6667,0.125,0.2887,0.1212,0.5246,0.3958,"[[30, 15], [14, 2]]"
5,2,0.0141,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.125,0.3291,0.1667,0.6721,0.4958,"[[39, 6], [14, 2]]"
5,2,0.0147,PSO-AFW-CIL,"K=11,s1=0.010,s2=0.010,s3=0.156,s4=0.905",0.7333,0.375,0.5244,0.3529,0.6393,0.5542,"[[33, 12], [10, 6]]"
5,2,0.0259,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6889,0.125,0.2934,0.125,0.541,0.4069,"[[31, 14], [14, 2]]"
5,2,0.0462,SMOTE+PSO-AFW-CIL,"K=8,s1=0.225,s2=0.010,s3=0.413,s4=0.990",0.4,0.625,0.5,0.3774,0.459,0.5125,"[[18, 27], [6, 10]]"
5,3,0.0221,W-SVM,baseline,0.9556,0.25,0.4888,0.3636,0.7705,0.6028,"[[43, 2], [12, 4]]"
5,3,0.0243,SMOTE+W-SVM,borderline_smote,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
5,3,0.0154,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.25,0.4714,0.32,0.7213,0.5694,"[[40, 5], [12, 4]]"
5,3,0.0145,PSO-AFW-CIL,"K=6,s1=0.113,s2=0.117,s3=0.129,s4=0.617",0.6889,0.5625,0.6225,0.4615,0.6557,0.6257,"[[31, 14], [7, 9]]"
5,3,0.0242,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
5,3,0.0344,SMOTE+PSO-AFW-CIL,"K=4,s1=0.369,s2=0.167,s3=0.302,s4=0.333",0.8,0.5625,0.6708,0.5294,0.7377,0.6813,"[[36, 9], [7, 9]]"
5,4,0.0167,W-SVM,baseline,0.8444,0.375,0.5627,0.4138,0.7213,0.6097,"[[38, 7], [10, 6]]"
5,4,0.0244,SMOTE+W-SVM,borderline_smote,0.7556,0.5625,0.6519,0.5,0.7049,0.659,"[[34, 11], [7, 9]]"
5,4,0.0112,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.4375,0.6078,0.4667,0.7377,0.641,"[[38, 7], [9, 7]]"
5,4,0.0961,PSO-AFW-CIL,"K=9,s1=0.308,s2=0.659,s3=0.177,s4=0.200",0.7556,0.5625,0.6519,0.5,0.7049,0.659,"[[34, 11], [7, 9]]"
5,4,0.0503,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.6444,0.5625,0.6021,0.439,0.623,0.6035,"[[29, 16], [7, 9]]"
5,4,0.028,SMOTE+PSO-AFW-CIL,"K=4,s1=0.255,s2=0.061,s3=0.220,s4=0.542",0.7778,0.625,0.6972,0.5556,0.7377,0.7014,"[[35, 10], [6, 10]]"
5,5,0.0146,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
5,5,0.0227,SMOTE+W-SVM,borderline_smote,0.4444,0.75,0.5774,0.4528,0.5246,0.5972,"[[20, 25], [4, 12]]"
5,5,0.019,AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.5625,0.6801,0.5455,0.7541,0.6924,"[[37, 8], [7, 9]]"
5,5,0.0142,PSO-AFW-CIL,"K=4,s1=0.288,s2=0.010,s3=0.110,s4=0.466",0.7111,0.8125,0.7601,0.619,0.7377,0.7618,"[[32, 13], [3, 13]]"
5,5,0.0236,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.4,0.8125,0.5701,0.4643,0.5082,0.6063,"[[18, 27], [3, 13]]"
5,5,0.0381,SMOTE+PSO-AFW-CIL,"K=7,s1=0.402,s2=0.125,s3=0.048,s4=0.961",0.4667,0.75,0.5916,0.4615,0.541,0.6083,"[[21, 24], [4, 12]]"
6,1,0.0115,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7258,0.5,"[[45, 0], [17, 0]]"
6,1,0.0261,SMOTE+W-SVM,borderline_smote,0.8222,0.5882,0.6955,0.5714,0.7581,0.7052,"[[37, 8], [7, 10]]"
6,1,0.0141,AFW-CIL_fixed,fixed_sigma_1.2,0.9111,0.5294,0.6945,0.6,0.8065,0.7203,"[[41, 4], [8, 9]]"
6,1,0.0148,PSO-AFW-CIL,"K=5,s1=0.321,s2=0.698,s3=0.415,s4=0.063",0.8667,0.5882,0.714,0.6061,0.7903,0.7275,"[[39, 6], [7, 10]]"
6,1,0.0273,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.5882,0.714,0.6061,0.7903,0.7275,"[[39, 6], [7, 10]]"
6,1,0.0237,SMOTE+PSO-AFW-CIL,"K=10,s1=0.500,s2=0.843,s3=0.500,s4=0.548",0.8889,0.5882,0.7231,0.625,0.8065,0.7386,"[[40, 5], [7, 10]]"
6,2,0.021,W-SVM,baseline,0.8444,0.25,0.4595,0.2963,0.6885,0.5472,"[[38, 7], [12, 4]]"
6,2,0.0247,SMOTE+W-SVM,borderline_smote,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
6,2,0.0143,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.375,0.5627,0.4138,0.7213,0.6097,"[[38, 7], [10, 6]]"
6,2,0.0175,PSO-AFW-CIL,"K=9,s1=0.372,s2=0.612,s3=0.289,s4=0.284",0.8222,0.4375,0.5998,0.4516,0.7213,0.6299,"[[37, 8], [9, 7]]"
6,2,0.0287,SMOTE+AFW-CIL_fixed,fixed_sigma_1.2,0.8222,0.4375,0.5998,0.4516,0.7213,0.6299,"[[37, 8], [9, 7]]"
6,2,0.03,SMOTE+PSO-AFW-CIL,"K=10,s1=0.188,s2=0.687,s3=0.174,s4=0.692",0.8222,0.4375,0.5998,0.4516,0.7213,0.6299,"[[37, 8], [9, 7]]"
6,3,0.011,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
6,3,0.0222,SMOTE+W-SVM,borderline_smote,0.7778,0.6875,0.7312,0.5946,0.7541,0.7326,"[[35, 10], [5, 11]]"
