Times,Fold,T,Name Method,Name Function,SP,SE,Gmean,F1 Score,Accuracy,AUC,Confusion Matrix
9,3,1.7902,GridSearch-AFW-CIL,"K=3,s=0.1",0.7333,0.5,0.6055,0.4444,0.6721,0.6167,"[[33, 12], [8, 8]]"
9,3,4.5869,PSO-AFW-CIL,"K=6,s1=0.090,s2=0.421,s3=0.052,s4=0.763",0.7556,0.5,0.6146,0.4571,0.6885,0.6278,"[[34, 11], [8, 8]]"
9,4,0.012,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
9,4,0.1399,AFW-CIL_fixed,fixed_sigma_1.2,0.9556,0.375,0.5986,0.5,0.8033,0.6653,"[[43, 2], [10, 6]]"
9,4,1.9833,GridSearch-AFW-CIL,"K=5,s=0.1",0.7778,0.6875,0.7312,0.5946,0.7541,0.7326,"[[35, 10], [5, 11]]"
9,4,5.5791,PSO-AFW-CIL,"K=6,s1=0.118,s2=0.120,s3=0.169,s4=0.493",0.7556,0.6875,0.7207,0.5789,0.7377,0.7215,"[[34, 11], [5, 11]]"
9,5,0.0194,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
9,5,0.1032,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.375,0.5774,0.4444,0.7541,0.6319,"[[40, 5], [10, 6]]"
9,5,2.0831,GridSearch-AFW-CIL,"K=5,s=0.1",0.7333,0.75,0.7416,0.6,0.7377,0.7417,"[[33, 12], [4, 12]]"
9,5,5.2626,PSO-AFW-CIL,"K=4,s1=0.010,s2=0.119,s3=0.290,s4=0.490",0.7333,0.75,0.7416,0.6,0.7377,0.7417,"[[33, 12], [4, 12]]"
10,1,0.0157,W-SVM,baseline,0.8889,0.4118,0.605,0.4828,0.7581,0.6503,"[[40, 5], [10, 7]]"
10,1,0.1032,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.5294,0.6686,0.5455,0.7581,0.6869,"[[38, 7], [8, 9]]"
10,1,2.0249,GridSearch-AFW-CIL,"K=9,s=0.1",0.6222,0.8235,0.7158,0.5833,0.6774,0.7229,"[[28, 17], [3, 14]]"
10,1,5.4467,PSO-AFW-CIL,"K=4,s1=0.212,s2=0.036,s3=0.076,s4=0.386",0.6222,0.8235,0.7158,0.5833,0.6774,0.7229,"[[28, 17], [3, 14]]"
10,2,0.0206,W-SVM,baseline,0.8222,0.375,0.5553,0.4,0.7049,0.5986,"[[37, 8], [10, 6]]"
10,2,0.0987,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.3125,0.5204,0.3704,0.7213,0.5896,"[[39, 6], [11, 5]]"
10,2,1.9981,GridSearch-AFW-CIL,"K=5,s=0.2",0.8,0.5,0.6325,0.4848,0.7213,0.65,"[[36, 9], [8, 8]]"
10,2,5.27,PSO-AFW-CIL,"K=9,s1=0.067,s2=0.292,s3=0.442,s4=0.772",1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
10,3,0.0133,W-SVM,baseline,1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
10,3,0.1655,AFW-CIL_fixed,fixed_sigma_1.2,0.8444,0.5625,0.6892,0.5625,0.7705,0.7035,"[[38, 7], [7, 9]]"
10,3,1.9399,GridSearch-AFW-CIL,"K=9,s=0.2",0.8889,0.625,0.7454,0.6452,0.8197,0.7569,"[[40, 5], [6, 10]]"
10,3,5.2785,PSO-AFW-CIL,"K=6,s1=0.044,s2=0.576,s3=0.358,s4=0.304",0.8667,0.625,0.736,0.625,0.8033,0.7458,"[[39, 6], [6, 10]]"
10,4,0.0155,W-SVM,baseline,0.9333,0.25,0.483,0.3478,0.7541,0.5917,"[[42, 3], [12, 4]]"
10,4,0.0963,AFW-CIL_fixed,fixed_sigma_1.2,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
10,4,1.7067,GridSearch-AFW-CIL,"K=7,s=0.5",1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
10,4,4.6341,PSO-AFW-CIL,"K=9,s1=0.303,s2=0.667,s3=0.330,s4=0.137",1.0,0.0,0.0,0.0,0.7377,0.5,"[[45, 0], [16, 0]]"
10,5,0.0153,W-SVM,baseline,0.8889,0.3125,0.527,0.3846,0.7377,0.6007,"[[40, 5], [11, 5]]"
10,5,0.0946,AFW-CIL_fixed,fixed_sigma_1.2,0.8667,0.3125,0.5204,0.3704,0.7213,0.5896,"[[39, 6], [11, 5]]"
10,5,2.2611,GridSearch-AFW-CIL,"K=11,s=0.3",0.7556,0.4375,0.5749,0.4118,0.6721,0.5965,"[[34, 11], [9, 7]]"
10,5,5.3181,PSO-AFW-CIL,"K=11,s1=0.298,s2=0.068,s3=0.412,s4=0.747",0.5333,0.5625,0.5477,0.3913,0.541,0.5479,"[[24, 21], [7, 9]]"
